dispenser,bottle,time,fill_level_grams,recipe
blue,1337,1718712074,0.0,21
blue,1338,1718712078,0.0,21
blue,1339,1718712082,0.0,21
blue,1340,1718712086,0.0,21
blue,1341,1718712090,0.0,21
blue,1342,1718712094,0.0,21
blue,1343,1718712098,0.0,21
blue,1344,1718712102,0.0,21
blue,1345,1718712106,0.0,21
blue,1346,1718712110,0.0,21
blue,1347,1718712114,0.0,21
blue,1348,1718712118,0.0,21
blue,1349,1718712122,0.0,21
blue,1350,1718712126,0.0,21
blue,1351,1718712130,0.0,21
blue,1352,1718712134,0.0,21
blue,1353,1718712138,0.0,21
blue,1354,1718712142,0.0,21
blue,1355,1718712146,0.0,21
blue,1356,1718712150,0.0,21
blue,1357,1718712154,0.0,21
blue,1358,1718712158,0.0,21
blue,1359,1718712162,0.0,21
blue,1360,1718712166,0.0,21
blue,1361,1718712170,0.0,21
blue,1362,1718712174,0.0,21
blue,1363,1718712178,0.0,21
blue,1364,1718712182,0.0,21
blue,1365,1718712186,0.0,21
blue,1366,1718712190,0.0,21
blue,1367,1718712194,0.0,21
blue,1368,1718712198,0.0,21
blue,1369,1718712202,0.0,21
blue,1370,1718712206,0.0,21
blue,1371,1718712210,0.0,21
blue,1372,1718712214,800.0,21
blue,1373,1718712218,780.0142786546011,21
blue,1374,1718712222,760.1852500927042,21
blue,1375,1718712226,739.9929855945013,21
blue,1376,1718712230,720.473331051862,21
blue,1377,1718712234,701.1383324231304,21
blue,1378,1718712238,680.9353519986404,21
blue,1379,1718712242,661.0655496375871,21
blue,1380,1718712246,640.8446975331321,21
blue,1381,1718712250,620.9381817438908,21
blue,1382,1718712254,600.9089346559178,21
blue,1383,1718712258,580.0997012783786,21
blue,1384,1718712262,559.6051018123353,21
blue,1385,1718712266,539.5183153544145,21
blue,1386,1718712270,519.7479637481357,21
blue,1387,1718712274,499.59797870987086,21
blue,1388,1718712278,479.2346251151215,21
blue,1389,1718712282,458.5776704670922,21
blue,1390,1718712286,438.65930292912367,21
blue,1391,1718712290,418.4726704584528,21
blue,1392,1718712294,398.26339374243247,21
blue,1393,1718712298,378.08696600271435,21
blue,1394,1718712302,358.1215221452055,21
blue,1,1718712500,779.9062013313936,21
blue,2,1718712504,759.3849984584284,21
blue,3,1718712508,739.6430566653942,21
blue,4,1718712512,719.451637778025,21
blue,5,1718712516,699.6507856565037,21
blue,6,1718712520,679.6317056225971,21
blue,7,1718712524,659.7672160011833,21
blue,8,1718712528,639.5644580757612,21
blue,9,1718712532,619.8524446627252,21
blue,10,1718712536,599.8030734343105,21
blue,11,1718712540,579.7492769571094,21
blue,12,1718712544,560.1329590558755,21
blue,13,1718712548,540.14732821846,21
blue,14,1718712552,519.6069208215062,21
blue,15,1718712556,499.7148282080397,21
blue,16,1718712560,479.59852974419357,21
blue,17,1718712564,459.8057794534003,21
blue,18,1718712568,439.39265422172844,21
blue,19,1718712572,419.12494987102104,21
blue,20,1718712576,399.16523105234614,21
blue,21,1718712580,379.11427434412593,21
blue,22,1718712584,358.93261808226174,21
blue,23,1718712588,339.3230656419026,21
blue,24,1718712592,319.69347121753094,21
blue,25,1718712596,299.70840225367226,21
blue,26,1718712600,280.2210824259428,21
blue,27,1718712604,260.6669007268233,21
blue,28,1718712608,241.18380664229412,21
blue,29,1718712612,220.91596638752196,21
blue,30,1718712616,201.31168882511886,21
blue,31,1718712620,181.28998492644698,21
blue,32,1718712624,161.29429912013447,21
blue,33,1718712628,141.3144102602792,21
blue,34,1718712632,121.4416915304811,21
blue,35,1718712636,101.57468728012631,21
blue,36,1718712640,81.59019071534283,21
blue,37,1718712644,61.616334269412036,21
blue,38,1718712648,41.65855526587052,21
blue,39,1718712652,21.857945838044945,21
blue,40,1718712656,1.7162772413245868,21
blue,41,1718712660,0.0,21
blue,42,1718712664,0.0,21
blue,43,1718712668,0.0,21
blue,44,1718712672,0.0,21
blue,45,1718712676,0.0,21
blue,46,1718712680,0.0,21
blue,47,1718712684,0.0,21
blue,48,1718712688,0.0,21
blue,49,1718712692,0.0,21
blue,50,1718712696,0.0,21
blue,51,1718712700,0.0,21
blue,52,1718712704,0.0,21
blue,53,1718712708,0.0,21
blue,54,1718712712,0.0,21
blue,55,1718712716,0.0,21
blue,56,1718712720,0.0,21
blue,57,1718712724,0.0,21
blue,58,1718712728,0.0,21
blue,59,1718712732,0.0,21
blue,60,1718712736,0.0,21
blue,61,1718712740,0.0,21
blue,62,1718712744,0.0,21
blue,63,1718712748,0.0,21
blue,64,1718712752,0.0,21
blue,65,1718712756,779.9141474438534,21
blue,66,1718712760,759.3305415184741,21
blue,67,1718712764,739.2380745752566,21
blue,68,1718712768,719.2402507188252,21
blue,69,1718712772,699.0407165502522,21
blue,70,1718712776,678.3092966849541,21
blue,71,1718712780,658.626567104234,21
blue,72,1718712784,638.4153457422242,21
blue,73,1718712788,618.2826759357424,21
blue,74,1718712792,598.5817876846348,21
blue,75,1718712796,578.5173910353419,21
blue,76,1718712800,558.9075346637247,21
blue,77,1718712804,538.8051915483137,21
blue,78,1718712808,519.1797093808889,21
blue,79,1718712812,499.1500149085953,21
blue,80,1718712816,479.2411183388007,21
blue,81,1718712820,459.17492211072545,21
blue,82,1718712824,439.7344901681717,21
blue,83,1718712828,419.74972679169775,21
blue,84,1718712832,399.7032276489583,21
blue,85,1718712836,379.46341963422003,21
blue,86,1718712840,358.95304741487917,21
blue,87,1718712844,339.4227651270998,21
blue,88,1718712848,319.28409697871024,21
blue,89,1718712852,299.03952715641486,21
blue,90,1718712856,279.02266325500625,21
blue,91,1718712860,259.1449720265739,21
blue,92,1718712864,239.05825790342402,21
blue,93,1718712868,219.396627725718,21
blue,94,1718712872,199.45700841359255,21
blue,95,1718712876,179.2099360399045,21
blue,96,1718712880,158.60150954515407,21
blue,97,1718712884,138.24794345674553,21
blue,98,1718712888,118.27643701521299,21
blue,99,1718712892,98.48942988283298,21
blue,100,1718712896,78.41159486184365,21
blue,101,1718712900,58.78087602937204,21
blue,102,1718712904,38.890421916708355,21
blue,103,1718712908,19.104144323983945,21
blue,104,1718712912,0.0,21
blue,105,1718712916,0.0,21
blue,106,1718712920,0.0,21
blue,107,1718712924,0.0,21
blue,108,1718712928,0.0,21
blue,109,1718712932,0.0,21
blue,110,1718712936,0.0,21
blue,111,1718712940,0.0,21
blue,112,1718712944,0.0,21
blue,113,1718712948,0.0,21
blue,114,1718712952,0.0,21
blue,115,1718712956,0.0,21
blue,116,1718712960,0.0,21
blue,117,1718712964,0.0,21
blue,118,1718712968,0.0,21
blue,119,1718712972,0.0,21
blue,120,1718712976,0.0,21
blue,121,1718712980,0.0,21
blue,122,1718712984,0.0,21
blue,123,1718712988,0.0,21
blue,124,1718712992,0.0,21
blue,125,1718712996,0.0,21
blue,126,1718713000,0.0,21
blue,127,1718713004,0.0,21
blue,128,1718713008,0.0,21
blue,129,1718713012,0.0,21
blue,130,1718713016,0.0,21
blue,131,1718713020,0.0,21
blue,132,1718713024,0.0,21
blue,133,1718713028,0.0,21
blue,134,1718713032,0.0,21
blue,135,1718713036,0.0,21
blue,136,1718713040,0.0,21
blue,137,1718713044,0.0,21
blue,138,1718713048,0.0,21
blue,139,1718713052,0.0,21
blue,140,1718713056,0.0,21
blue,141,1718713060,0.0,21
blue,142,1718713064,0.0,21
blue,143,1718713068,0.0,21
blue,144,1718713072,0.0,21
blue,145,1718713076,0.0,21
blue,146,1718713080,0.0,21
blue,147,1718713084,800.0,21
blue,148,1718713088,779.8480713959827,21
blue,149,1718713092,759.623814937841,21
blue,150,1718713096,739.7229095723009,21
blue,151,1718713100,719.6345352959025,21
blue,152,1718713104,699.8480390337664,21
blue,153,1718713108,679.4921277589723,21
blue,154,1718713112,659.5747975658851,21
blue,155,1718713116,639.6322498930658,21
blue,156,1718713120,619.9369887054764,21
blue,157,1718713124,599.7857241499813,21
blue,158,1718713128,579.6220502255877,21
blue,159,1718713132,559.468833994823,21
blue,160,1718713136,538.8851616437893,21
blue,161,1718713140,519.2969673525629,21
blue,162,1718713144,499.94118788814393,21
blue,163,1718713148,479.5300486154892,21
blue,164,1718713152,459.105247172003,21
blue,165,1718713156,439.37884681996456,21
blue,166,1718713160,419.84314902342186,21
blue,167,1718713164,400.15556723742037,21
blue,168,1718713168,380.62344166289915,21
blue,169,1718713172,361.0234459725482,21
blue,170,1718713176,341.04993981558687,21
blue,171,1718713180,321.5047390864316,21
blue,172,1718713184,301.67490925764366,21
blue,173,1718713188,281.8041227585704,21
blue,174,1718713192,261.52340258218595,21
blue,175,1718713196,241.98269490436445,21
blue,176,1718713200,221.8796068016112,21
blue,177,1718713204,201.85290709845017,21
blue,178,1718713208,181.29498652860406,21
blue,179,1718713212,161.8772054973787,21
blue,180,1718713216,142.44867520467696,21
blue,181,1718713220,122.33870650087658,21
blue,182,1718713224,102.17959260895643,21
blue,183,1718713228,82.79698120473992,21
blue,184,1718713232,62.782360962445026,21
blue,185,1718713236,42.47574079777143,21
blue,186,1718713240,22.35786681007792,21
blue,187,1718713244,2.7308828060810413,21
blue,188,1718713248,0.0,21
blue,189,1718713252,0.0,21
blue,190,1718713256,0.0,21
blue,191,1718713260,0.0,21
blue,192,1718713264,0.0,21
blue,193,1718713268,0.0,21
blue,194,1718713272,0.0,21
blue,195,1718713276,0.0,21
blue,196,1718713280,0.0,21
blue,197,1718713284,0.0,21
blue,198,1718713288,0.0,21
blue,199,1718713292,0.0,21
blue,200,1718713296,0.0,21
blue,201,1718713300,0.0,21
blue,202,1718713304,0.0,21
blue,203,1718713308,0.0,21
blue,204,1718713312,0.0,21
blue,205,1718713316,0.0,21
blue,206,1718713320,0.0,21
blue,207,1718713324,0.0,21
blue,208,1718713328,0.0,21
blue,209,1718713332,0.0,21
blue,210,1718713336,0.0,21
blue,211,1718713340,0.0,21
blue,212,1718713344,0.0,21
blue,213,1718713348,0.0,21
blue,214,1718713352,0.0,21
blue,215,1718713356,0.0,21
blue,216,1718713360,0.0,21
blue,217,1718713364,0.0,21
blue,218,1718713368,0.0,21
blue,219,1718713372,0.0,21
blue,220,1718713376,0.0,21
blue,221,1718713380,0.0,21
blue,222,1718713384,0.0,21
blue,223,1718713388,0.0,21
blue,224,1718713392,0.0,21
blue,225,1718713396,0.0,21
blue,226,1718713400,0.0,21
blue,227,1718713404,0.0,21
blue,228,1718713408,0.0,21
blue,229,1718713412,0.0,21
blue,230,1718713416,0.0,21
blue,231,1718713420,0.0,21
blue,232,1718713424,0.0,21
blue,233,1718713428,0.0,21
blue,234,1718713432,0.0,21
blue,235,1718713436,0.0,21
blue,236,1718713440,0.0,21
blue,237,1718713444,800.0,21
blue,238,1718713448,779.7323752679896,21
blue,239,1718713452,759.3277606360728,21
blue,240,1718713456,739.606620317736,21
blue,241,1718713460,719.4598069543528,21
blue,242,1718713464,699.586936687501,21
blue,243,1718713468,679.1431183383763,21
blue,244,1718713472,658.9791152101517,21
blue,245,1718713476,638.9102711457178,21
blue,246,1718713480,618.7696689483262,21
blue,247,1718713484,599.4488866194375,21
blue,248,1718713488,578.7310007809343,21
blue,249,1718713492,558.9818780682194,21
blue,250,1718713496,539.1673357383881,21
blue,251,1718713500,519.1453675499463,21
blue,252,1718713504,498.787388042857,21
blue,253,1718713508,478.72905459073337,21
blue,254,1718713512,458.493446603212,21
blue,255,1718713516,438.5429345246881,21
blue,256,1718713520,418.425979722731,21
blue,257,1718713524,398.4183349787946,21
blue,258,1718713528,377.66342978452104,21
blue,259,1718713532,357.12842912278256,21
blue,260,1718713536,337.67016065259975,21
blue,261,1718713540,317.534958567729,21
blue,262,1718713544,297.3561699272887,21
blue,263,1718713548,277.58566312929145,21
blue,264,1718713552,257.3348249104234,21
blue,265,1718713556,237.4960949988481,21
blue,266,1718713560,217.5779331904164,21
blue,267,1718713564,197.93564272912204,21
blue,268,1718713568,177.60209960283993,21
blue,269,1718713572,157.85124922879731,21
blue,270,1718713576,138.1591902098954,21
blue,271,1718713580,118.40340194560619,21
blue,272,1718713584,99.1110995720552,21
blue,273,1718713588,79.25456012551604,21
blue,274,1718713592,59.558596751265995,21
blue,275,1718713596,39.38282391391051,21
blue,276,1718713600,19.225471689044138,21
blue,277,1718713604,0.0,21
blue,278,1718713608,0.0,21
blue,279,1718713612,0.0,21
blue,280,1718713616,0.0,21
blue,281,1718713620,0.0,21
blue,282,1718713624,0.0,21
blue,283,1718713628,0.0,21
blue,284,1718713632,0.0,21
blue,285,1718713636,0.0,21
blue,286,1718713640,0.0,21
blue,287,1718713644,0.0,21
blue,288,1718713648,0.0,21
blue,289,1718713652,0.0,21
blue,290,1718713656,0.0,21
blue,291,1718713660,0.0,21
blue,292,1718713664,0.0,21
blue,293,1718713668,0.0,21
blue,294,1718713672,0.0,21
blue,295,1718713676,0.0,21
blue,296,1718713680,0.0,21
blue,297,1718713684,0.0,21
blue,298,1718713688,0.0,21
blue,299,1718713692,0.0,21
blue,300,1718713696,0.0,21
blue,301,1718713700,0.0,21
blue,302,1718713704,800.0,21
blue,303,1718713708,779.5607723056683,21
blue,304,1718713712,759.7594509886753,21
blue,305,1718713716,739.3582231651634,21
blue,306,1718713720,719.4383291076074,21
blue,307,1718713724,698.9917112545821,21
blue,308,1718713728,678.9476028481176,21
blue,309,1718713732,659.0996389708403,21
blue,310,1718713736,639.1045058860299,21
blue,311,1718713740,619.476849945637,21
blue,312,1718713744,599.8938443438842,21
blue,313,1718713748,580.0006755052194,21
blue,314,1718713752,560.1431715335646,21
blue,315,1718713756,539.7266687616926,21
blue,316,1718713760,519.4701108134748,21
blue,317,1718713764,499.2193404746125,21
blue,318,1718713768,479.57529797374616,21
blue,319,1718713772,460.20684373603274,21
blue,320,1718713776,439.9831548322309,21
blue,321,1718713780,419.99658631747326,21
blue,322,1718713784,400.1397429581715,21
blue,323,1718713788,380.26191045680275,21
blue,324,1718713792,359.7867649549079,21
blue,325,1718713796,339.8479828637079,21
blue,326,1718713800,320.0658924180135,21
blue,327,1718713804,300.3613229191796,21
blue,328,1718713808,280.50786889201333,21
blue,329,1718713812,260.6645791869729,21
blue,330,1718713816,240.28717056606564,21
blue,331,1718713820,220.53770304707874,21
blue,332,1718713824,200.84854115230982,21
blue,333,1718713828,180.86250879171413,21
blue,334,1718713832,160.99137353167373,21
blue,335,1718713836,140.77319880600098,21
blue,336,1718713840,120.64686209959007,21
blue,337,1718713844,101.17925781828642,21
blue,338,1718713848,81.23098913134083,21
blue,339,1718713852,61.06006399604625,21
blue,340,1718713856,41.46210984276307,21
blue,341,1718713860,21.335249561203046,21
blue,342,1718713864,1.0263225222764376,21
blue,343,1718713868,0.0,21
blue,344,1718713872,0.0,21
blue,345,1718713876,0.0,21
blue,346,1718713880,0.0,21
