dispenser,bottle,time,fill_level_grams,recipe
red,244,1718713468,460.3650325641041,21
red,245,1718713472,450.3879413354235,21
red,246,1718713476,440.3060937740006,21
red,247,1718713480,430.1276107239455,21
red,248,1718713484,419.88682872571405,21
red,249,1718713488,409.77070268778726,21
red,250,1718713492,399.55436080111326,21
red,251,1718713496,389.7806219790925,21
red,252,1718713500,379.71151059654466,21
red,253,1718713504,369.87526462110463,21
red,254,1718713508,359.6033121704644,21
red,255,1718713512,349.62392631508783,21
red,256,1718713516,340.27295973358565,21
red,257,1718713520,329.94111140251454,21
red,258,1718713524,319.84551718727363,21
red,259,1718713528,310.06954964391207,21
red,260,1718713532,300.3051137821291,21
red,261,1718713536,290.00474286309554,21
red,262,1718713540,279.93632615089547,21
red,263,1718713544,270.1603884153855,21
red,264,1718713548,260.45459904618053,21
red,265,1718713552,250.25469440210094,21
red,266,1718713556,240.62282524197843,21
red,267,1718713560,230.7499252260318,21
red,268,1718713564,220.6783676273041,21
red,269,1718713568,210.31213299608007,21
red,270,1718713572,200.29050693239085,21
red,271,1718713576,190.550591570411,21
red,272,1718713580,180.8972310502851,21
red,273,1718713584,170.76001669531513,21
red,274,1718713588,160.64406635170315,21
red,275,1718713592,150.25082636451097,21
red,276,1718713596,140.4295757823222,21
red,277,1718713600,130.35043379581492,21
red,278,1718713604,120.57864078435387,21
red,279,1718713608,110.46598079238096,21
red,280,1718713612,100.43090405367484,21
red,281,1718713616,90.19728102676481,21
red,282,1718713620,80.2208884593079,21
red,283,1718713624,69.94526891881395,21
red,284,1718713628,59.79174414832457,21
red,285,1718713632,50.171384276976156,21
red,286,1718713636,39.876764364975706,21
red,287,1718713640,29.801430368497876,21
red,288,1718713644,19.57075990345298,21
red,289,1718713648,9.928585572279292,21
red,290,1718713652,0.0,21
red,291,1718713656,0.0,21
red,292,1718713660,0.0,21
red,293,1718713664,0.0,21
red,294,1718713668,0.0,21
red,295,1718713672,0.0,21
red,296,1718713676,0.0,21
red,297,1718713680,0.0,21
red,298,1718713684,0.0,21
red,299,1718713688,0.0,21
red,300,1718713692,0.0,21
red,301,1718713696,0.0,21
red,302,1718713700,0.0,21
red,303,1718713704,0.0,21
red,304,1718713708,0.0,21
red,305,1718713712,0.0,21
red,306,1718713716,0.0,21
red,307,1718713720,0.0,21
red,308,1718713724,0.0,21
red,309,1718713728,0.0,21
red,310,1718713732,0.0,21
red,311,1718713736,0.0,21
red,312,1718713740,0.0,21
red,313,1718713744,0.0,21
red,314,1718713748,0.0,21
red,315,1718713752,0.0,21
red,316,1718713756,0.0,21
red,317,1718713760,0.0,21
red,318,1718713764,0.0,21
red,319,1718713768,0.0,21
red,320,1718713772,0.0,21
red,321,1718713776,0.0,21
red,322,1718713780,0.0,21
red,323,1718713784,0.0,21
red,324,1718713788,0.0,21
red,325,1718713792,0.0,21
red,326,1718713796,0.0,21
red,327,1718713800,0.0,21
red,328,1718713804,0.0,21
red,329,1718713808,0.0,21
red,330,1718713812,0.0,21
red,331,1718713816,0.0,21
red,332,1718713820,0.0,21
red,333,1718713824,800.0,21
red,334,1718713828,789.9270841949196,21
red,335,1718713832,779.8357348122216,21
red,336,1718713836,769.8130223339502,21
red,337,1718713840,760.084826335991,21
red,338,1718713844,750.3346205757379,21
red,339,1718713848,740.2292009886547,21
red,340,1718713852,730.1328268354315,21
red,341,1718713856,719.8142901583238,21
red,342,1718713860,709.6419922654251,21
red,343,1718713864,698.9018242163335,21
red,344,1718713868,688.4806639275743,21
red,345,1718713872,678.9965275460715,21
red,346,1718713876,668.8006328033204,21
red,347,1718713880,657.7657666081681,21
