dispenser,bottle,time,vibration-index
blue,49,1718712692,2.119241705351506
blue,50,1718712696,2.0013060882052613
blue,51,1718712700,-0.8954158497358975
blue,52,1718712704,-1.435624977388862
blue,53,1718712708,0.2081789612510363
blue,54,1718712712,0.030908294930711122
blue,55,1718712716,0.24429859923539254
blue,56,1718712720,2.2948746701051164
blue,57,1718712724,0.30392719494811615
blue,58,1718712728,2.0807583907903293
blue,59,1718712732,3.6423892087303287
blue,60,1718712736,-1.3519961075001774
blue,61,1718712740,-0.14023134055766207
blue,62,1718712744,-1.846381656049516
blue,63,1718712748,3.5964981893831407
blue,64,1718712752,3.123312786171475
blue,65,1718712756,199.88924077688046
blue,66,1718712760,202.0485762504454
blue,67,1718712764,195.79917053509257
blue,68,1718712768,198.1767057588752
blue,69,1718712772,201.07260109803406
blue,70,1718712776,205.32923792645227
blue,71,1718712780,195.43920066220753
blue,72,1718712784,197.83843766220093
blue,73,1718712788,196.35484520871927
blue,74,1718712792,192.73632563016596
blue,75,1718712796,198.89399951736928
blue,76,1718712800,193.68456726001403
blue,77,1718712804,198.84918125462698
blue,78,1718712808,195.19615202328794
blue,79,1718712812,202.18059407958117
blue,80,1718712816,197.9646700684453
blue,81,1718712820,201.522731983128
blue,82,1718712824,191.90022245950038
blue,83,1718712828,198.77881129942287
blue,84,1718712832,203.29591535332804
blue,85,1718712836,203.6473000679556
blue,86,1718712840,202.40409985437378
blue,87,1718712844,192.5883399004332
blue,88,1718712848,200.414292125951
blue,89,1718712852,202.08746499682408
blue,90,1718712856,197.7446454428325
blue,91,1718712860,199.32915450031416
blue,92,1718712864,199.77613014640545
blue,93,1718712868,193.60622275471982
blue,94,1718712872,202.7178266694504
blue,95,1718712876,200.19673690534813
blue,96,1718712880,205.37166452383326
blue,97,1718712884,206.47751829662258
blue,98,1718712888,199.10826965870942
blue,99,1718712892,198.68531705362975
blue,100,1718712896,203.4347792284723
blue,101,1718712900,199.43094718623044
blue,102,1718712904,196.82139077801136
blue,103,1718712908,198.7206406794957
blue,104,1718712912,0.9261371643826237
blue,105,1718712916,-0.7485698454586043
blue,106,1718712920,2.9494328473830507
blue,107,1718712924,1.818039052378424
blue,108,1718712928,3.8689903474822955
blue,109,1718712932,2.250875889824883
blue,110,1718712936,1.17628904940306
blue,111,1718712940,2.3861838070541594
blue,112,1718712944,1.235998612018733
blue,113,1718712948,1.1653463599164766
blue,114,1718712952,2.887488894315524
blue,115,1718712956,1.9594366038353002
blue,116,1718712960,-0.32775532689998244
blue,117,1718712964,3.1398826606324306
blue,118,1718712968,1.7828127770036062
blue,119,1718712972,-1.7194631738032626
blue,120,1718712976,2.617035665578179
blue,121,1718712980,-0.6047235284180488
blue,122,1718712984,1.4952555252179138
blue,123,1718712988,1.954630209381314
blue,124,1718712992,-0.12432231234416236
blue,125,1718712996,0.6979798642829422
blue,126,1718713000,1.2890993313719719
blue,127,1718713004,0.6010186401581805
blue,128,1718713008,5.499637006500059
blue,129,1718713012,1.8448965717662702
blue,130,1718713016,1.604397450677709
blue,131,1718713020,0.5930568750843932
blue,132,1718713024,2.421931573599764
blue,133,1718713028,3.0323264116070447
blue,134,1718713032,0.7106394734252106
blue,135,1718713036,5.32597463035156
blue,136,1718713040,1.4295526402672039
blue,137,1718713044,1.3567136394626758
blue,138,1718713048,-0.034066191153868886
blue,139,1718713052,-1.5171754699198061
blue,140,1718713056,-0.80677697512008
blue,141,1718713060,-0.6941906626937069
blue,142,1718713064,1.3887969070137416
blue,143,1718713068,-1.0522165833888693
blue,144,1718713072,1.851604131607246
blue,145,1718713076,1.2950903407444372
blue,146,1718713080,2.029092441908155
blue,147,1718713084,-5.328892717768625
blue,148,1718713088,197.99859308175476
blue,149,1718713092,198.5022811028722
blue,150,1718713096,200.53434958802512
blue,151,1718713100,200.26197899159294
blue,152,1718713104,196.44775278733158
blue,153,1718713108,200.45920632221734
blue,154,1718713112,195.28680100266698
blue,155,1718713116,193.60883087920192
blue,156,1718713120,193.5732656787204
blue,157,1718713124,200.9531987639575
blue,158,1718713128,203.44728255619847
blue,159,1718713132,203.0472884463723
blue,160,1718713136,207.74162668083815
blue,161,1718713140,194.9361466841108
blue,162,1718713144,191.22323651588172
blue,163,1718713148,205.33072176263673
blue,164,1718713152,203.42167782513312
blue,165,1718713156,196.42100591024305
blue,166,1718713160,195.89403303668715
blue,167,1718713164,198.30588148602197
blue,168,1718713168,196.32899283018497
blue,169,1718713172,197.2805257431658
blue,170,1718713176,197.3894199952152
blue,171,1718713180,196.97250448478607
blue,172,1718713184,199.0918057820249
blue,173,1718713188,200.7993248897649
blue,174,1718713192,203.98548581366853
blue,175,1718713196,194.13582902935494
blue,176,1718713200,203.48773465439913
blue,177,1718713204,198.6554074443015
blue,178,1718713208,204.63064914059328
blue,179,1718713212,192.68423781072497
blue,180,1718713216,195.40504235945545
blue,181,1718713220,199.22651527657754
blue,182,1718713224,201.73550712563275
blue,183,1718713228,195.5093791379303
blue,184,1718713232,200.57489891104757
blue,185,1718713236,202.33615152355975
blue,186,1718713240,205.17307422511297
blue,187,1718713244,198.87397949707056
blue,188,1718713248,3.7560768293281086
blue,189,1718713252,-0.4106649931919577
blue,190,1718713256,2.874457645452388
blue,191,1718713260,-2.9427252349221504
blue,192,1718713264,-1.4530648181136243
blue,193,1718713268,0.4434438713811275
blue,194,1718713272,-0.5704237247300128
blue,195,1718713276,2.0270619520707314
blue,196,1718713280,5.108754336644971
blue,197,1718713284,0.3560207329625271
blue,198,1718713288,2.4767461995474207
blue,199,1718713292,1.6896741744577
blue,200,1718713296,2.452946234517192
blue,201,1718713300,1.6549507240135455
blue,202,1718713304,1.0362686731130566
blue,203,1718713308,-1.7681635867944863
blue,204,1718713312,2.8670870016566425
blue,205,1718713316,4.9189818867557165
blue,206,1718713320,4.608697078069845
blue,207,1718713324,4.06829367091143
blue,208,1718713328,-2.919674508148084
blue,209,1718713332,-0.05084041994189192
blue,210,1718713336,3.14378730775136
blue,211,1718713340,0.3495877716902811
blue,212,1718713344,0.6627697489632212
blue,213,1718713348,1.8474696822468886
blue,214,1718713352,2.3103790447459644
blue,215,1718713356,0.5266104180481079
blue,216,1718713360,-1.7339903115202375
blue,217,1718713364,3.2688081247513523
blue,218,1718713368,2.890373358580355
blue,219,1718713372,3.1813751316088315
blue,220,1718713376,-0.14514697182701042
blue,221,1718713380,4.522018039491549
blue,222,1718713384,6.786431601370914
blue,223,1718713388,4.986557321575958
blue,224,1718713392,1.462413012546385
blue,225,1718713396,3.057696163886405
blue,226,1718713400,1.7486915183867922
blue,227,1718713404,3.3438233865755365
blue,228,1718713408,0.9583602658289649
blue,229,1718713412,-0.019524232312726042
blue,230,1718713416,2.383484262190784
blue,231,1718713420,5.607410813686776
blue,232,1718713424,2.2659946999396183
blue,233,1718713428,2.2521331783198875
blue,234,1718713432,-0.4281408654788734
blue,235,1718713436,2.142056941267974
blue,236,1718713440,6.035620040111702
blue,237,1718713444,-1.9899665425878936
blue,238,1718713448,201.0962767387755
blue,239,1718713452,201.903949710578
blue,240,1718713456,193.91752241803755
blue,241,1718713460,200.1773958506265
blue,242,1718713464,196.94790077622622
blue,243,1718713468,205.50358273658293
blue,244,1718713472,206.00502195938793
blue,245,1718713476,200.44642331036601
blue,246,1718713480,199.00725685843412
blue,247,1718713484,191.90569409303197
blue,248,1718713488,208.54143072395607
blue,249,1718713492,200.2453954652568
blue,250,1718713496,194.8060861701694
blue,251,1718713500,200.5443411694246
blue,252,1718713504,205.8874541583985
blue,253,1718713508,197.72323502180217
blue,254,1718713512,199.13692049057497
blue,255,1718713516,202.66375225282232
blue,256,1718713520,199.95885195089116
blue,257,1718713524,200.3503835869262
blue,258,1718713528,205.765694276778
blue,259,1718713532,203.9824407775274
blue,260,1718713536,194.73910728661627
blue,261,1718713540,199.84609860716472
blue,262,1718713544,202.8053250673851
blue,263,1718713548,195.2018634255599
blue,264,1718713552,204.02022532180143
blue,265,1718713556,198.14625169404042
blue,266,1718713560,198.85781834887428
blue,267,1718713564,198.2822301830502
blue,268,1718713568,205.38444508670582
blue,269,1718713572,200.20035900229885
blue,270,1718713576,197.51049093432047
blue,271,1718713580,198.1105065104812
blue,272,1718713584,192.43102181718848
blue,273,1718713588,200.3374041430804
blue,274,1718713592,201.09732950513703
blue,275,1718713596,202.50728993502742
blue,276,1718713600,200.99932989039033
blue,277,1718713604,6.576875859274445
blue,278,1718713608,1.633926049129208
blue,279,1718713612,0.3399957047104891
blue,280,1718713616,5.268379376332042
blue,281,1718713620,4.868440766504385
blue,282,1718713624,3.4488754715716468
blue,283,1718713628,6.067446175069783
blue,284,1718713632,0.7650057565922808
blue,285,1718713636,3.4778605744876216
blue,286,1718713640,1.2696285126306606
blue,287,1718713644,5.14170808835847
blue,288,1718713648,3.939980220806973
blue,289,1718713652,-0.3946565360108423
blue,290,1718713656,4.8603633283094965
blue,291,1718713660,1.62388044974373
blue,292,1718713664,2.727639488860781
blue,293,1718713668,2.8643262548083044
blue,294,1718713672,0.02009017475872099
blue,295,1718713676,5.516657172686848
blue,296,1718713680,3.3410013683132362
blue,297,1718713684,1.2322608174759182
blue,298,1718713688,6.608556536198378
blue,299,1718713692,2.0625875903369746
blue,300,1718713696,5.95358203815649
blue,301,1718713700,4.12734906079595
blue,302,1718713704,-0.2920822027014296
blue,303,1718713708,201.2983505289298
blue,304,1718713712,195.55155879462114
blue,305,1718713716,200.77958405115865
blue,306,1718713720,200.52275533202152
blue,307,1718713724,208.8699662218868
blue,308,1718713728,202.12248986162118
blue,309,1718713732,197.00753668582294
blue,310,1718713736,198.71975880156145
blue,311,1718713740,195.39654887450243
blue,312,1718713744,198.02346294791806
blue,313,1718713748,199.3259721999912
blue,314,1718713752,195.86918965628595
blue,315,1718713756,203.00206818957628
blue,316,1718713760,200.97932823651072
blue,317,1718713764,202.94276277700385
blue,318,1718713768,197.87050052760785
blue,319,1718713772,192.3509194869082
blue,320,1718713776,202.76730021685253
blue,321,1718713780,198.39448312686517
blue,322,1718713784,199.56764695573304
blue,323,1718713788,200.49195327522503
blue,324,1718713792,207.57305750186973
blue,325,1718713796,202.73441393939424
blue,326,1718713800,199.81689748792954
blue,327,1718713804,199.51859384518542
blue,328,1718713808,199.90881510639707
blue,329,1718713812,194.03029113757606
blue,330,1718713816,206.70396210515793
blue,331,1718713820,197.02883236751185
blue,332,1718713824,199.0329081832926
blue,333,1718713828,198.08566929808754
blue,334,1718713832,199.49635431913003
blue,335,1718713836,201.81361309918594
blue,336,1718713840,204.75992340575368
blue,337,1718713844,196.5351554492421
blue,338,1718713848,205.0076081172981
blue,339,1718713852,201.84387748698597
blue,340,1718713856,201.86533575576016
blue,341,1718713860,205.55264453775374
blue,342,1718713864,206.07487368587843
blue,343,1718713868,3.4249327425991964
blue,344,1718713872,0.8278047529963573
blue,345,1718713876,2.1697778251315256
blue,346,1718713880,2.5156922337035823
